,subset,element_number,FXY,ElementName,Value,Units
33,17,33,004023,Time period or displacement,0.0,d
34,17,34,004004,Hour,18.0,h
35,17,35,004005,Minute,0.0,min
36,17,36,004006,Second,0.0,s
37,17,37,204008,Operator,,
38,17,38,031021,Associated field significance,5,Code table
39,17,39,,Associated field,6,
40,17,40,013013,Total snow depth (snow depth),,m
41,17,41,204000,Operator,,
42,17,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,17,43,004023,Time period or displacement,0.0,d
44,17,44,004004,Hour,18.0,h
45,17,45,004005,Minute,0.0,min
46,17,46,004006,Second,1.0,s
47,17,47,008023,First-order statistics,2.0,Code table
48,17,48,204008,Operator,,
49,17,49,031021,Associated field significance,5.0,Code table
50,17,50,,Associated field,0.0,
51,17,51,012101,Temperature/air temperature,303.95,K
52,17,52,204000,Operator,,
53,17,53,004023,Time period or displacement,0.0,d
54,17,54,004004,Hour,6.0,h
55,17,55,004005,Minute,0.0,min
56,17,56,004006,Second,1.0,s
57,17,57,008023,First-order statistics,3.0,Code table
58,17,58,204008,Operator,,
59,17,59,031021,Associated field significance,5.0,Code table
60,17,60,,Associated field,0.0,
61,17,61,012101,Temperature/air temperature,297.95,K
62,17,62,204000,Operator,,
63,17,63,004023,Time period or displacement,0.0,d
64,17,64,004004,Hour,10.0,h
65,17,65,004005,Minute,0.0,min
66,17,66,004006,Second,1.0,s
67,17,67,008023,First-order statistics,4.0,Code table
68,17,68,204008,Operator,,
69,17,69,031021,Associated field significance,5.0,Code table
70,17,70,,Associated field,0.0,
71,17,71,012101,Temperature/air temperature,300.95,K
72,17,72,204000,Operator,,
73,17,73,008023,First-order statistics,,Code table
0,18,0,001125,WIGOS identifier series,0.0,Numeric
1,18,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,18,2,001127,WIGOS issue number,0.0,Numeric
3,18,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,18,4,001001,WMO block number,91.0,Numeric
5,18,5,001002,WMO station number,592.0,Numeric
6,18,6,005001,Latitude (high accuracy),-16.44517,deg
7,18,7,006001,Longitude (high accuracy),-151.752,deg
8,18,8,007030,Height of station ground above mean sea level,3.0,m
9,18,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,18,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,18,11,008094,Method used to calculate the average daily temperature,2,Code table
12,18,12,004001,Year,2021.0,a
13,18,13,004002,Month,10.0,mon
14,18,14,004003,Day,19.0,d
15,18,15,004023,Time period or displacement,0.0,d
16,18,16,004004,Hour,18.0,h
17,18,17,004005,Minute,0.0,min
18,18,18,004006,Second,1.0,s
19,18,19,204008,Operator,,
20,18,20,031021,Associated field significance,5,Code table
21,18,21,,Associated field,0,
22,18,22,013060,Total accumulated precipitation,3.0,kg m-2
23,18,23,204000,Operator,,
24,18,24,004023,Time period or displacement,0.0,d
25,18,25,004004,Hour,18.0,h
26,18,26,004005,Minute,0.0,min
27,18,27,004006,Second,1.0,s
28,18,28,204008,Operator,,
29,18,29,031021,Associated field significance,5,Code table
30,18,30,,Associated field,6,
31,18,31,013012,Depth of fresh snow (depth of snowfall),,m
32,18,32,204000,Operator,,
33,18,33,004023,Time period or displacement,0.0,d
34,18,34,004004,Hour,18.0,h
35,18,35,004005,Minute,0.0,min
36,18,36,004006,Second,0.0,s
37,18,37,204008,Operator,,
38,18,38,031021,Associated field significance,5,Code table
39,18,39,,Associated field,6,
40,18,40,013013,Total snow depth (snow depth),,m
41,18,41,204000,Operator,,
42,18,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,18,43,004023,Time period or displacement,0.0,d
44,18,44,004004,Hour,18.0,h
45,18,45,004005,Minute,0.0,min
46,18,46,004006,Second,1.0,s
47,18,47,008023,First-order statistics,2.0,Code table
48,18,48,204008,Operator,,
49,18,49,031021,Associated field significance,5.0,Code table
50,18,50,,Associated field,0.0,
51,18,51,012101,Temperature/air temperature,303.15000000000003,K
52,18,52,204000,Operator,,
53,18,53,004023,Time period or displacement,0.0,d
54,18,54,004004,Hour,6.0,h
55,18,55,004005,Minute,0.0,min
56,18,56,004006,Second,1.0,s
57,18,57,008023,First-order statistics,3.0,Code table
58,18,58,204008,Operator,,
59,18,59,031021,Associated field significance,5.0,Code table
60,18,60,,Associated field,0.0,
61,18,61,012101,Temperature/air temperature,298.55,K
62,18,62,204000,Operator,,
63,18,63,004023,Time period or displacement,0.0,d
64,18,64,004004,Hour,10.0,h
65,18,65,004005,Minute,0.0,min
66,18,66,004006,Second,1.0,s
67,18,67,008023,First-order statistics,4.0,Code table
68,18,68,204008,Operator,,
69,18,69,031021,Associated field significance,5.0,Code table
70,18,70,,Associated field,0.0,
71,18,71,012101,Temperature/air temperature,300.35,K
72,18,72,204000,Operator,,
73,18,73,008023,First-order statistics,,Code table
0,19,0,001125,WIGOS identifier series,0.0,Numeric
1,19,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,19,2,001127,WIGOS issue number,0.0,Numeric
3,19,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,19,4,001001,WMO block number,91.0,Numeric
5,19,5,001002,WMO station number,592.0,Numeric
6,19,6,005001,Latitude (high accuracy),-16.44517,deg
7,19,7,006001,Longitude (high accuracy),-151.752,deg
8,19,8,007030,Height of station ground above mean sea level,3.0,m
9,19,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,19,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,19,11,008094,Method used to calculate the average daily temperature,2,Code table
12,19,12,004001,Year,2021.0,a
13,19,13,004002,Month,10.0,mon
14,19,14,004003,Day,20.0,d
15,19,15,004023,Time period or displacement,0.0,d
16,19,16,004004,Hour,18.0,h
17,19,17,004005,Minute,0.0,min
18,19,18,004006,Second,1.0,s
19,19,19,204008,Operator,,
20,19,20,031021,Associated field significance,5,Code table
21,19,21,,Associated field,0,
22,19,22,013060,Total accumulated precipitation,38.7,kg m-2
23,19,23,204000,Operator,,
24,19,24,004023,Time period or displacement,0.0,d
25,19,25,004004,Hour,18.0,h
26,19,26,004005,Minute,0.0,min
27,19,27,004006,Second,1.0,s
28,19,28,204008,Operator,,
29,19,29,031021,Associated field significance,5,Code table
30,19,30,,Associated field,6,
31,19,31,013012,Depth of fresh snow (depth of snowfall),,m
32,19,32,204000,Operator,,
33,19,33,004023,Time period or displacement,0.0,d
34,19,34,004004,Hour,18.0,h
35,19,35,004005,Minute,0.0,min
36,19,36,004006,Second,0.0,s
37,19,37,204008,Operator,,
38,19,38,031021,Associated field significance,5,Code table
39,19,39,,Associated field,6,
40,19,40,013013,Total snow depth (snow depth),,m
41,19,41,204000,Operator,,
42,19,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,19,43,004023,Time period or displacement,0.0,d
44,19,44,004004,Hour,18.0,h
45,19,45,004005,Minute,0.0,min
46,19,46,004006,Second,1.0,s
47,19,47,008023,First-order statistics,2.0,Code table
48,19,48,204008,Operator,,
49,19,49,031021,Associated field significance,5.0,Code table
50,19,50,,Associated field,0.0,
51,19,51,012101,Temperature/air temperature,303.05,K
52,19,52,204000,Operator,,
53,19,53,004023,Time period or displacement,0.0,d
54,19,54,004004,Hour,6.0,h
55,19,55,004005,Minute,0.0,min
56,19,56,004006,Second,1.0,s
57,19,57,008023,First-order statistics,3.0,Code table
58,19,58,204008,Operator,,
59,19,59,031021,Associated field significance,5.0,Code table
60,19,60,,Associated field,0.0,
61,19,61,012101,Temperature/air temperature,296.55,K
62,19,62,204000,Operator,,
63,19,63,004023,Time period or displacement,0.0,d
64,19,64,004004,Hour,10.0,h
65,19,65,004005,Minute,0.0,min
66,19,66,004006,Second,1.0,s
67,19,67,008023,First-order statistics,4.0,Code table
68,19,68,204008,Operator,,
69,19,69,031021,Associated field significance,5.0,Code table
70,19,70,,Associated field,0.0,
71,19,71,012101,Temperature/air temperature,299.15000000000003,K
72,19,72,204000,Operator,,
73,19,73,008023,First-order statistics,,Code table
0,20,0,001125,WIGOS identifier series,0.0,Numeric
1,20,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,20,2,001127,WIGOS issue number,0.0,Numeric
3,20,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,20,4,001001,WMO block number,91.0,Numeric
5,20,5,001002,WMO station number,592.0,Numeric
6,20,6,005001,Latitude (high accuracy),-16.44517,deg
7,20,7,006001,Longitude (high accuracy),-151.752,deg
8,20,8,007030,Height of station ground above mean sea level,3.0,m
9,20,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,20,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,20,11,008094,Method used to calculate the average daily temperature,2,Code table
12,20,12,004001,Year,2021.0,a
13,20,13,004002,Month,10.0,mon
14,20,14,004003,Day,21.0,d
15,20,15,004023,Time period or displacement,0.0,d
16,20,16,004004,Hour,18.0,h
17,20,17,004005,Minute,0.0,min
18,20,18,004006,Second,1.0,s
19,20,19,204008,Operator,,
20,20,20,031021,Associated field significance,5,Code table
21,20,21,,Associated field,0,
22,20,22,013060,Total accumulated precipitation,2.4000000000000004,kg m-2
23,20,23,204000,Operator,,
24,20,24,004023,Time period or displacement,0.0,d
25,20,25,004004,Hour,18.0,h
26,20,26,004005,Minute,0.0,min
27,20,27,004006,Second,1.0,s
28,20,28,204008,Operator,,
29,20,29,031021,Associated field significance,5,Code table
30,20,30,,Associated field,6,
31,20,31,013012,Depth of fresh snow (depth of snowfall),,m
32,20,32,204000,Operator,,
33,20,33,004023,Time period or displacement,0.0,d
34,20,34,004004,Hour,18.0,h
35,20,35,004005,Minute,0.0,min
36,20,36,004006,Second,0.0,s
37,20,37,204008,Operator,,
38,20,38,031021,Associated field significance,5,Code table
39,20,39,,Associated field,6,
40,20,40,013013,Total snow depth (snow depth),,m
41,20,41,204000,Operator,,
42,20,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,20,43,004023,Time period or displacement,0.0,d
44,20,44,004004,Hour,18.0,h
45,20,45,004005,Minute,0.0,min
46,20,46,004006,Second,1.0,s
47,20,47,008023,First-order statistics,2.0,Code table
48,20,48,204008,Operator,,
49,20,49,031021,Associated field significance,5.0,Code table
50,20,50,,Associated field,0.0,
51,20,51,012101,Temperature/air temperature,302.05,K
52,20,52,204000,Operator,,
53,20,53,004023,Time period or displacement,0.0,d
54,20,54,004004,Hour,6.0,h
55,20,55,004005,Minute,0.0,min
56,20,56,004006,Second,1.0,s
57,20,57,008023,First-order statistics,3.0,Code table
58,20,58,204008,Operator,,
59,20,59,031021,Associated field significance,5.0,Code table
60,20,60,,Associated field,0.0,
61,20,61,012101,Temperature/air temperature,295.95,K
62,20,62,204000,Operator,,
63,20,63,004023,Time period or displacement,0.0,d
64,20,64,004004,Hour,10.0,h
65,20,65,004005,Minute,0.0,min
66,20,66,004006,Second,1.0,s
67,20,67,008023,First-order statistics,4.0,Code table
68,20,68,204008,Operator,,
69,20,69,031021,Associated field significance,5.0,Code table
70,20,70,,Associated field,0.0,
71,20,71,012101,Temperature/air temperature,299.35,K
72,20,72,204000,Operator,,
73,20,73,008023,First-order statistics,,Code table
0,21,0,001125,WIGOS identifier series,0.0,Numeric
1,21,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,21,2,001127,WIGOS issue number,0.0,Numeric
3,21,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,21,4,001001,WMO block number,91.0,Numeric
5,21,5,001002,WMO station number,592.0,Numeric
6,21,6,005001,Latitude (high accuracy),-16.44517,deg
7,21,7,006001,Longitude (high accuracy),-151.752,deg
8,21,8,007030,Height of station ground above mean sea level,3.0,m
9,21,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,21,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,21,11,008094,Method used to calculate the average daily temperature,2,Code table
12,21,12,004001,Year,2021.0,a
13,21,13,004002,Month,10.0,mon
14,21,14,004003,Day,22.0,d
15,21,15,004023,Time period or displacement,0.0,d
16,21,16,004004,Hour,18.0,h
17,21,17,004005,Minute,0.0,min
18,21,18,004006,Second,1.0,s
19,21,19,204008,Operator,,
20,21,20,031021,Associated field significance,5,Code table
21,21,21,,Associated field,0,
22,21,22,013060,Total accumulated precipitation,61.300000000000004,kg m-2
23,21,23,204000,Operator,,
24,21,24,004023,Time period or displacement,0.0,d
25,21,25,004004,Hour,18.0,h
26,21,26,004005,Minute,0.0,min
27,21,27,004006,Second,1.0,s
28,21,28,204008,Operator,,
29,21,29,031021,Associated field significance,5,Code table
30,21,30,,Associated field,6,
31,21,31,013012,Depth of fresh snow (depth of snowfall),,m
32,21,32,204000,Operator,,
33,21,33,004023,Time period or displacement,0.0,d
34,21,34,004004,Hour,18.0,h
35,21,35,004005,Minute,0.0,min
36,21,36,004006,Second,0.0,s
37,21,37,204008,Operator,,
38,21,38,031021,Associated field significance,5,Code table
39,21,39,,Associated field,6,
40,21,40,013013,Total snow depth (snow depth),,m
41,21,41,204000,Operator,,
42,21,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,21,43,004023,Time period or displacement,0.0,d
44,21,44,004004,Hour,18.0,h
45,21,45,004005,Minute,0.0,min
46,21,46,004006,Second,1.0,s
47,21,47,008023,First-order statistics,2.0,Code table
48,21,48,204008,Operator,,
49,21,49,031021,Associated field significance,5.0,Code table
50,21,50,,Associated field,0.0,
51,21,51,012101,Temperature/air temperature,299.05,K
52,21,52,204000,Operator,,
53,21,53,004023,Time period or displacement,0.0,d
54,21,54,004004,Hour,6.0,h
55,21,55,004005,Minute,0.0,min
56,21,56,004006,Second,1.0,s
57,21,57,008023,First-order statistics,3.0,Code table
58,21,58,204008,Operator,,
59,21,59,031021,Associated field significance,5.0,Code table
60,21,60,,Associated field,0.0,
61,21,61,012101,Temperature/air temperature,295.75,K
62,21,62,204000,Operator,,
63,21,63,004023,Time period or displacement,0.0,d
64,21,64,004004,Hour,10.0,h
65,21,65,004005,Minute,0.0,min
66,21,66,004006,Second,1.0,s
67,21,67,008023,First-order statistics,4.0,Code table
68,21,68,204008,Operator,,
69,21,69,031021,Associated field significance,5.0,Code table
70,21,70,,Associated field,0.0,
71,21,71,012101,Temperature/air temperature,297.65000000000003,K
72,21,72,204000,Operator,,
73,21,73,008023,First-order statistics,,Code table
0,22,0,001125,WIGOS identifier series,0.0,Numeric
1,22,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,22,2,001127,WIGOS issue number,0.0,Numeric
3,22,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,22,4,001001,WMO block number,91.0,Numeric
5,22,5,001002,WMO station number,592.0,Numeric
6,22,6,005001,Latitude (high accuracy),-16.44517,deg
7,22,7,006001,Longitude (high accuracy),-151.752,deg
8,22,8,007030,Height of station ground above mean sea level,3.0,m
9,22,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,22,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,22,11,008094,Method used to calculate the average daily temperature,2,Code table
12,22,12,004001,Year,2021.0,a
13,22,13,004002,Month,10.0,mon
14,22,14,004003,Day,23.0,d
15,22,15,004023,Time period or displacement,0.0,d
16,22,16,004004,Hour,18.0,h
17,22,17,004005,Minute,0.0,min
18,22,18,004006,Second,1.0,s
19,22,19,204008,Operator,,
20,22,20,031021,Associated field significance,5,Code table
21,22,21,,Associated field,0,
22,22,22,013060,Total accumulated precipitation,50.2,kg m-2
23,22,23,204000,Operator,,
24,22,24,004023,Time period or displacement,0.0,d
25,22,25,004004,Hour,18.0,h
26,22,26,004005,Minute,0.0,min
27,22,27,004006,Second,1.0,s
28,22,28,204008,Operator,,
29,22,29,031021,Associated field significance,5,Code table
30,22,30,,Associated field,6,
31,22,31,013012,Depth of fresh snow (depth of snowfall),,m
32,22,32,204000,Operator,,
33,22,33,004023,Time period or displacement,0.0,d
34,22,34,004004,Hour,18.0,h
35,22,35,004005,Minute,0.0,min
36,22,36,004006,Second,0.0,s
37,22,37,204008,Operator,,
38,22,38,031021,Associated field significance,5,Code table
39,22,39,,Associated field,6,
40,22,40,013013,Total snow depth (snow depth),,m
41,22,41,204000,Operator,,
42,22,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,22,43,004023,Time period or displacement,0.0,d
44,22,44,004004,Hour,18.0,h
45,22,45,004005,Minute,0.0,min
46,22,46,004006,Second,1.0,s
47,22,47,008023,First-order statistics,2.0,Code table
48,22,48,204008,Operator,,
49,22,49,031021,Associated field significance,5.0,Code table
50,22,50,,Associated field,0.0,
51,22,51,012101,Temperature/air temperature,302.45,K
52,22,52,204000,Operator,,
53,22,53,004023,Time period or displacement,0.0,d
54,22,54,004004,Hour,6.0,h
55,22,55,004005,Minute,0.0,min
56,22,56,004006,Second,1.0,s
57,22,57,008023,First-order statistics,3.0,Code table
58,22,58,204008,Operator,,
59,22,59,031021,Associated field significance,5.0,Code table
60,22,60,,Associated field,0.0,
61,22,61,012101,Temperature/air temperature,296.15000000000003,K
62,22,62,204000,Operator,,
63,22,63,004023,Time period or displacement,0.0,d
64,22,64,004004,Hour,10.0,h
65,22,65,004005,Minute,0.0,min
66,22,66,004006,Second,1.0,s
67,22,67,008023,First-order statistics,4.0,Code table
68,22,68,204008,Operator,,
69,22,69,031021,Associated field significance,5.0,Code table
70,22,70,,Associated field,0.0,
71,22,71,012101,Temperature/air temperature,298.75,K
72,22,72,204000,Operator,,
73,22,73,008023,First-order statistics,,Code table
0,23,0,001125,WIGOS identifier series,0.0,Numeric
1,23,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,23,2,001127,WIGOS issue number,0.0,Numeric
3,23,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,23,4,001001,WMO block number,91.0,Numeric
5,23,5,001002,WMO station number,592.0,Numeric
6,23,6,005001,Latitude (high accuracy),-16.44517,deg
7,23,7,006001,Longitude (high accuracy),-151.752,deg
8,23,8,007030,Height of station ground above mean sea level,3.0,m
9,23,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,23,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,23,11,008094,Method used to calculate the average daily temperature,2,Code table
12,23,12,004001,Year,2021.0,a
13,23,13,004002,Month,10.0,mon
14,23,14,004003,Day,24.0,d
15,23,15,004023,Time period or displacement,0.0,d
16,23,16,004004,Hour,18.0,h
17,23,17,004005,Minute,0.0,min
18,23,18,004006,Second,1.0,s
19,23,19,204008,Operator,,
20,23,20,031021,Associated field significance,5,Code table
21,23,21,,Associated field,0,
22,23,22,013060,Total accumulated precipitation,17.3,kg m-2
23,23,23,204000,Operator,,
24,23,24,004023,Time period or displacement,0.0,d
25,23,25,004004,Hour,18.0,h
26,23,26,004005,Minute,0.0,min
27,23,27,004006,Second,1.0,s
28,23,28,204008,Operator,,
29,23,29,031021,Associated field significance,5,Code table
30,23,30,,Associated field,6,
31,23,31,013012,Depth of fresh snow (depth of snowfall),,m
32,23,32,204000,Operator,,
33,23,33,004023,Time period or displacement,0.0,d
34,23,34,004004,Hour,18.0,h
35,23,35,004005,Minute,0.0,min
36,23,36,004006,Second,0.0,s
37,23,37,204008,Operator,,
38,23,38,031021,Associated field significance,5,Code table
39,23,39,,Associated field,6,
40,23,40,013013,Total snow depth (snow depth),,m
41,23,41,204000,Operator,,
42,23,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,23,43,004023,Time period or displacement,0.0,d
44,23,44,004004,Hour,18.0,h
45,23,45,004005,Minute,0.0,min
46,23,46,004006,Second,1.0,s
47,23,47,008023,First-order statistics,2.0,Code table
48,23,48,204008,Operator,,
49,23,49,031021,Associated field significance,5.0,Code table
50,23,50,,Associated field,0.0,
51,23,51,012101,Temperature/air temperature,299.95,K
52,23,52,204000,Operator,,
53,23,53,004023,Time period or displacement,0.0,d
54,23,54,004004,Hour,6.0,h
55,23,55,004005,Minute,0.0,min
56,23,56,004006,Second,1.0,s
57,23,57,008023,First-order statistics,3.0,Code table
58,23,58,204008,Operator,,
59,23,59,031021,Associated field significance,5.0,Code table
60,23,60,,Associated field,0.0,
61,23,61,012101,Temperature/air temperature,296.65000000000003,K
62,23,62,204000,Operator,,
63,23,63,004023,Time period or displacement,0.0,d
64,23,64,004004,Hour,10.0,h
65,23,65,004005,Minute,0.0,min
66,23,66,004006,Second,1.0,s
67,23,67,008023,First-order statistics,4.0,Code table
68,23,68,204008,Operator,,
69,23,69,031021,Associated field significance,5.0,Code table
70,23,70,,Associated field,0.0,
71,23,71,012101,Temperature/air temperature,298.25,K
72,23,72,204000,Operator,,
73,23,73,008023,First-order statistics,,Code table
0,24,0,001125,WIGOS identifier series,0.0,Numeric
1,24,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,24,2,001127,WIGOS issue number,0.0,Numeric
3,24,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,24,4,001001,WMO block number,91.0,Numeric
5,24,5,001002,WMO station number,592.0,Numeric
6,24,6,005001,Latitude (high accuracy),-16.44517,deg
7,24,7,006001,Longitude (high accuracy),-151.752,deg
8,24,8,007030,Height of station ground above mean sea level,3.0,m
9,24,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,24,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,24,11,008094,Method used to calculate the average daily temperature,2,Code table
12,24,12,004001,Year,2021.0,a
13,24,13,004002,Month,10.0,mon
14,24,14,004003,Day,25.0,d
15,24,15,004023,Time period or displacement,0.0,d
16,24,16,004004,Hour,18.0,h
17,24,17,004005,Minute,0.0,min
18,24,18,004006,Second,1.0,s
19,24,19,204008,Operator,,
20,24,20,031021,Associated field significance,5,Code table
21,24,21,,Associated field,0,
22,24,22,013060,Total accumulated precipitation,1.4000000000000001,kg m-2
23,24,23,204000,Operator,,
24,24,24,004023,Time period or displacement,0.0,d
25,24,25,004004,Hour,18.0,h
26,24,26,004005,Minute,0.0,min
27,24,27,004006,Second,1.0,s
28,24,28,204008,Operator,,
29,24,29,031021,Associated field significance,5,Code table
30,24,30,,Associated field,6,
31,24,31,013012,Depth of fresh snow (depth of snowfall),,m
32,24,32,204000,Operator,,
33,24,33,004023,Time period or displacement,0.0,d
34,24,34,004004,Hour,18.0,h
35,24,35,004005,Minute,0.0,min
36,24,36,004006,Second,0.0,s
37,24,37,204008,Operator,,
38,24,38,031021,Associated field significance,5,Code table
39,24,39,,Associated field,6,
40,24,40,013013,Total snow depth (snow depth),,m
41,24,41,204000,Operator,,
42,24,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,24,43,004023,Time period or displacement,0.0,d
44,24,44,004004,Hour,18.0,h
45,24,45,004005,Minute,0.0,min
46,24,46,004006,Second,1.0,s
47,24,47,008023,First-order statistics,2.0,Code table
48,24,48,204008,Operator,,
49,24,49,031021,Associated field significance,5.0,Code table
50,24,50,,Associated field,0.0,
51,24,51,012101,Temperature/air temperature,300.95,K
52,24,52,204000,Operator,,
53,24,53,004023,Time period or displacement,0.0,d
54,24,54,004004,Hour,6.0,h
55,24,55,004005,Minute,0.0,min
56,24,56,004006,Second,1.0,s
57,24,57,008023,First-order statistics,3.0,Code table
58,24,58,204008,Operator,,
59,24,59,031021,Associated field significance,5.0,Code table
60,24,60,,Associated field,0.0,
61,24,61,012101,Temperature/air temperature,296.95,K
62,24,62,204000,Operator,,
63,24,63,004023,Time period or displacement,0.0,d
64,24,64,004004,Hour,10.0,h
65,24,65,004005,Minute,0.0,min
66,24,66,004006,Second,1.0,s
67,24,67,008023,First-order statistics,4.0,Code table
68,24,68,204008,Operator,,
69,24,69,031021,Associated field significance,5.0,Code table
70,24,70,,Associated field,0.0,
71,24,71,012101,Temperature/air temperature,298.55,K
72,24,72,204000,Operator,,
73,24,73,008023,First-order statistics,,Code table
0,25,0,001125,WIGOS identifier series,0.0,Numeric
1,25,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,25,2,001127,WIGOS issue number,0.0,Numeric
3,25,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,25,4,001001,WMO block number,91.0,Numeric
5,25,5,001002,WMO station number,592.0,Numeric
6,25,6,005001,Latitude (high accuracy),-16.44517,deg
7,25,7,006001,Longitude (high accuracy),-151.752,deg
8,25,8,007030,Height of station ground above mean sea level,3.0,m
9,25,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,25,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,25,11,008094,Method used to calculate the average daily temperature,2,Code table
12,25,12,004001,Year,2021.0,a
13,25,13,004002,Month,10.0,mon
14,25,14,004003,Day,26.0,d
15,25,15,004023,Time period or displacement,0.0,d
16,25,16,004004,Hour,18.0,h
17,25,17,004005,Minute,0.0,min
18,25,18,004006,Second,1.0,s
19,25,19,204008,Operator,,
20,25,20,031021,Associated field significance,5,Code table
21,25,21,,Associated field,0,
22,25,22,013060,Total accumulated precipitation,0.0,kg m-2
23,25,23,204000,Operator,,
24,25,24,004023,Time period or displacement,0.0,d
25,25,25,004004,Hour,18.0,h
26,25,26,004005,Minute,0.0,min
27,25,27,004006,Second,1.0,s
28,25,28,204008,Operator,,
29,25,29,031021,Associated field significance,5,Code table
30,25,30,,Associated field,6,
31,25,31,013012,Depth of fresh snow (depth of snowfall),,m
32,25,32,204000,Operator,,
33,25,33,004023,Time period or displacement,0.0,d
34,25,34,004004,Hour,18.0,h
35,25,35,004005,Minute,0.0,min
36,25,36,004006,Second,0.0,s
37,25,37,204008,Operator,,
38,25,38,031021,Associated field significance,5,Code table
39,25,39,,Associated field,6,
40,25,40,013013,Total snow depth (snow depth),,m
41,25,41,204000,Operator,,
42,25,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,25,43,004023,Time period or displacement,0.0,d
44,25,44,004004,Hour,18.0,h
45,25,45,004005,Minute,0.0,min
46,25,46,004006,Second,1.0,s
47,25,47,008023,First-order statistics,2.0,Code table
48,25,48,204008,Operator,,
49,25,49,031021,Associated field significance,5.0,Code table
50,25,50,,Associated field,0.0,
51,25,51,012101,Temperature/air temperature,302.45,K
52,25,52,204000,Operator,,
53,25,53,004023,Time period or displacement,0.0,d
54,25,54,004004,Hour,6.0,h
55,25,55,004005,Minute,0.0,min
56,25,56,004006,Second,1.0,s
57,25,57,008023,First-order statistics,3.0,Code table
58,25,58,204008,Operator,,
59,25,59,031021,Associated field significance,5.0,Code table
60,25,60,,Associated field,0.0,
61,25,61,012101,Temperature/air temperature,296.95,K
62,25,62,204000,Operator,,
63,25,63,004023,Time period or displacement,0.0,d
64,25,64,004004,Hour,10.0,h
65,25,65,004005,Minute,0.0,min
66,25,66,004006,Second,1.0,s
67,25,67,008023,First-order statistics,4.0,Code table
68,25,68,204008,Operator,,
69,25,69,031021,Associated field significance,5.0,Code table
70,25,70,,Associated field,0.0,
71,25,71,012101,Temperature/air temperature,300.05,K
72,25,72,204000,Operator,,
73,25,73,008023,First-order statistics,,Code table
0,26,0,001125,WIGOS identifier series,0.0,Numeric
1,26,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,26,2,001127,WIGOS issue number,0.0,Numeric
3,26,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,26,4,001001,WMO block number,91.0,Numeric
5,26,5,001002,WMO station number,592.0,Numeric
6,26,6,005001,Latitude (high accuracy),-16.44517,deg
7,26,7,006001,Longitude (high accuracy),-151.752,deg
8,26,8,007030,Height of station ground above mean sea level,3.0,m
9,26,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,26,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,26,11,008094,Method used to calculate the average daily temperature,2,Code table
12,26,12,004001,Year,2021.0,a
13,26,13,004002,Month,10.0,mon
14,26,14,004003,Day,27.0,d
15,26,15,004023,Time period or displacement,0.0,d
16,26,16,004004,Hour,18.0,h
17,26,17,004005,Minute,0.0,min
18,26,18,004006,Second,1.0,s
19,26,19,204008,Operator,,
